customer_id,contract_id,contract_ref_id,associated_line,contract_description,from_date,to_date,associated_line_fmt
332,843,101,+1 (556) 855-7747,Unlimited call,2015-06-27 02:37:45.000,2015-11-17 12:42:43.000,15568557747
332,844,103,+1 (108) 602-4278,450 min,2015-06-24 11:33:07.000,2016-08-07 12:31:40.000,11086024278
332,846,105,(595) 449-6706,10G LTE,2015-11-01 00:01:02.000,2015-05-12 12:03:10.000,5954496706
333,847,102,(897) 885-9595,Unlimited text,2017-01-03 04:41:43.000,2016-02-29 01:25:43.000,8978859595
333,849,101,+1 (890) 918-9439,Unlimited call,2015-08-28 15:47:08.000,2015-03-15 15:37:00.000,18909189439
333,850,106,102-328-6678,5G LTE,2015-04-17 23:24:51.000,2016-11-04 23:34:29.000,1023286678
333,851,107,826 946 8612,10G 3G,2017-01-06 21:22:45.000,2016-01-22 10:45:53.000,8269468612
334,852,104,692 208 9344,100 text,2015-05-25 06:34:50.000,2015-09-07 12:35:13.000,6922089344
335,854,107,+1 (677) 194-2473,10G 3G,2016-09-13 16:17:47.000,2015-05-23 05:39:25.000,16771942473
335,855,106,+1 (957) 538-5178,5G LTE,2016-10-29 06:20:30.000,2016-08-29 18:40:06.000,19575385178
336,856,102,(489) 252-7688,Unlimited text,2015-03-01 02:28:01.000,2016-08-29 09:53:25.000,4892527688
338,858,101,435 615 2834,Unlimited call,2015-04-21 18:06:16.000,2017-01-08 11:34:04.000,4356152834
338,859,104,(923) 653-9708,100 text,2015-02-06 15:45:18.000,2015-02-01 01:15:17.000,9236539708
338,860,104,(979) 950-6589,100 text,2016-10-27 09:25:16.000,2016-04-04 18:49:45.000,9799506589
338,861,102,+1 (283) 346-3645,Unlimited text,2017-02-05 17:44:45.000,2015-03-05 23:21:45.000,12833463645
339,863,106,(650) 519-2985,5G LTE,2015-05-10 21:51:59.000,2016-12-14 11:19:47.000,6505192985
339,864,104,532 463 4319,100 text,2016-01-01 09:19:52.000,2017-02-05 15:55:14.000,5324634319
340,865,102,6784999113,Unlimited text,2015-05-26 19:59:02.000,2015-09-07 19:55:49.000,6784999113
340,867,105,897-398-7302,10G LTE,2016-10-17 06:20:18.000,2017-01-23 23:11:22.000,8973987302
343,868,110,+1 (361) 681-7282,5G tether,2016-01-18 12:04:59.000,2016-11-03 16:52:19.000,13616817282
343,869,110,195 916 8928,5G tether,2017-02-12 02:14:38.000,2015-03-14 07:15:41.000,1959168928
343,871,104,(425) 716-9168,100 text,2017-02-18 04:10:04.000,2015-06-27 11:34:51.000,4257169168
343,872,110,(474) 723-4142,5G tether,2016-06-10 07:40:08.000,2016-12-10 23:55:53.000,4747234142
344,873,109,914 239 9116,Roaming special,2015-09-16 08:03:24.000,2016-12-23 22:04:06.000,9142399116
345,875,108,259-453-2714,5G 3G,2015-01-09 19:33:19.000,2016-06-30 09:45:40.000,2594532714
345,876,104,883 347 7402,100 text,2016-03-16 01:12:59.000,2015-08-09 17:46:53.000,8833477402
345,877,105,7782294172,10G LTE,2016-12-26 04:03:09.000,2016-02-01 20:27:33.000,7782294172
345,878,105,+1 (215) 655-3040,10G LTE,2015-10-28 01:51:15.000,2016-01-16 18:34:50.000,12156553040
346,880,104,(286) 851-4931,100 text,2016-05-12 11:50:35.000,2016-04-13 04:25:27.000,2868514931
346,881,106,201-408-6375,5G LTE,2015-08-26 11:08:25.000,2015-10-27 09:28:40.000,2014086375
346,882,108,(252) 974-1244,5G 3G,2015-12-01 12:43:14.000,2015-02-23 11:46:03.000,2529741244
347,884,108,6286916831,5G 3G,2016-02-11 08:58:23.000,2015-11-17 12:00:31.000,6286916831
348,885,107,(165) 827-1161,10G 3G,2015-12-20 05:11:28.000,2016-10-01 18:55:45.000,1658271161
348,886,103,+1 (740) 530-5994,450 min,2016-02-09 05:14:59.000,2016-12-23 00:53:55.000,17405305994
349,888,104,(852) 898-9493,100 text,2016-11-04 15:40:51.000,2015-08-03 19:46:05.000,8528989493
349,889,109,565 317 7842,Roaming special,2016-10-03 09:40:58.000,2015-10-19 18:56:26.000,5653177842
350,890,103,+1 (725) 924-3098,450 min,2016-11-11 04:54:04.000,2015-10-18 06:17:18.000,17259243098
350,891,107,160 410 1190,10G 3G,2016-11-18 23:56:18.000,2016-10-07 04:16:19.000,1604101190
350,893,108,+1 (260) 351-3766,5G 3G,2015-03-24 00:53:54.000,2017-01-05 01:43:35.000,12603513766
350,894,105,(581) 715-5043,10G LTE,2016-02-16 19:14:04.000,2015-11-07 05:07:50.000,5817155043
352,895,104,(593) 396-8752,100 text,2015-03-21 03:47:23.000,2015-10-08 22:58:51.000,5933968752
352,896,102,485 288 2497,Unlimited text,2015-05-08 04:27:59.000,2015-02-04 01:38:00.000,4852882497
352,897,105,3412541093,10G LTE,2015-02-22 18:33:26.000,2016-02-26 16:55:36.000,3412541093
352,898,108,(903) 395-7926,5G 3G,2016-06-05 22:19:23.000,2015-03-31 21:22:35.000,9033957926
356,899,105,+1 (532) 157-1933,10G LTE,2015-06-12 10:51:08.000,2015-06-02 15:09:13.000,15321571933
356,900,102,726-903-2838,Unlimited text,2015-05-07 01:49:27.000,2016-09-23 09:05:38.000,7269032838
356,901,103,9376819817,450 min,2015-03-10 09:33:26.000,2015-08-17 14:38:37.000,9376819817
359,902,110,816-979-9924,5G tether,2016-07-19 18:52:00.000,2017-01-28 04:05:55.000,8169799924
359,903,102,751-913-3289,Unlimited text,2016-05-05 11:37:35.000,2015-09-12 17:18:00.000,7519133289
359,904,110,425 120 6822,5G tether,2016-01-07 21:56:30.000,2015-11-27 16:32:44.000,4251206822
360,905,106,3977684498,5G LTE,2017-01-30 01:49:56.000,2015-04-18 08:27:57.000,3977684498
360,906,110,441 856 8332,5G tether,2016-03-03 13:23:17.000,2015-06-17 08:12:19.000,4418568332
360,907,108,436 764 4677,5G 3G,2016-07-20 14:53:35.000,2016-04-22 21:26:32.000,4367644677
360,908,105,8321969964,10G LTE,2015-11-12 09:02:16.000,2017-02-28 04:04:44.000,8321969964
361,909,107,5562265957,10G 3G,2016-03-13 13:27:52.000,2016-01-27 08:27:12.000,5562265957
361,910,104,(833) 314-3128,100 text,2015-04-03 12:32:53.000,2015-07-07 09:54:13.000,8333143128
362,911,103,910 519 9497,450 min,2015-06-13 08:49:41.000,2015-11-27 21:09:11.000,9105199497
362,912,106,268-255-7431,5G LTE,2015-01-13 03:53:32.000,2016-09-22 16:22:04.000,2682557431
362,913,104,+1 (502) 255-6440,100 text,2016-12-05 22:25:25.000,2016-01-06 12:21:37.000,15022556440
363,914,110,661-534-8861,5G tether,2016-09-16 13:55:12.000,2016-09-01 01:59:41.000,6615348861
363,915,102,+1 (369) 202-8357,Unlimited text,2016-01-15 21:03:50.000,2015-03-09 13:11:02.000,13692028357
363,916,108,749-208-2953,5G 3G,2016-10-10 03:16:12.000,2016-10-16 17:18:36.000,7492082953
364,917,108,309-103-3780,5G 3G,2016-07-12 07:51:20.000,2017-02-17 19:50:31.000,3091033780
364,918,102,9404462213,Unlimited text,2015-11-18 05:36:03.000,2016-02-13 14:47:27.000,9404462213
364,919,106,+1 (978) 217-9635,5G LTE,2015-08-05 20:39:23.000,2015-06-16 20:10:40.000,19782179635
365,920,106,229 700 8458,5G LTE,2016-07-10 20:14:30.000,2015-12-14 13:55:32.000,2297008458
365,921,101,4657916738,Unlimited call,2016-12-21 15:23:59.000,2015-03-09 02:28:46.000,4657916738
365,922,102,861-773-4709,Unlimited text,2016-06-22 10:29:21.000,2016-06-05 22:44:54.000,8617734709
365,923,108,(190) 707-8049,5G 3G,2015-09-20 15:05:35.000,2017-02-01 21:33:53.000,1907078049
365,924,108,5554503775,5G 3G,2017-02-08 19:14:14.000,2016-01-04 06:56:45.000,5554503775
366,925,106,+1 (659) 314-7324,5G LTE,2015-10-16 05:05:43.000,2015-05-15 09:20:23.000,16593147324
366,926,107,3187485877,10G 3G,2016-09-20 00:57:03.000,2015-03-13 01:18:07.000,3187485877
366,927,101,4078135739,Unlimited call,2016-05-05 15:53:21.000,2016-11-10 04:59:43.000,4078135739
366,928,109,650-136-3138,Roaming special,2017-02-25 11:59:58.000,2016-09-14 13:37:00.000,6501363138
368,929,106,215 108 3989,5G LTE,2015-05-05 11:35:58.000,2016-11-30 20:43:09.000,2151083989
368,931,103,835 719 2668,450 min,2016-12-29 10:11:16.000,2016-10-07 00:29:01.000,8357192668
367,930,109,+1 (742) 521-1188,Roaming special,2015-06-11 06:58:22.000,2015-12-17 18:51:09.000,17425211188
367,932,101,8668546849,Unlimited call,2015-11-28 21:07:40.000,2016-05-31 00:19:11.000,8668546849
367,933,101,(604) 633-4330,Unlimited call,2016-05-13 22:17:20.000,2015-09-25 04:05:25.000,6046334330
367,934,105,577 120 4887,10G LTE,2015-07-25 23:41:23.000,2016-03-29 16:20:30.000,5771204887
367,935,103,+1 (480) 838-1502,450 min,2015-03-18 06:35:25.000,2016-02-23 23:22:06.000,14808381502
369,936,109,352 722 3084,Roaming special,2015-02-25 04:16:57.000,2016-09-18 12:19:26.000,3527223084
369,937,101,919-108-9455,Unlimited call,2016-12-14 10:05:33.000,2015-02-28 00:36:39.000,9191089455
369,938,102,5413922786,Unlimited text,2015-12-14 10:17:21.000,2015-04-26 14:52:07.000,5413922786
370,939,101,893-367-1398,Unlimited call,2016-10-28 22:16:51.000,2015-12-15 23:43:39.000,8933671398
371,940,102,723-708-9190,Unlimited text,2016-03-07 22:02:52.000,2016-03-08 19:52:33.000,7237089190
371,941,105,(296) 717-8006,10G LTE,2015-12-21 11:07:56.000,2016-01-16 09:38:16.000,2967178006
373,942,107,911 477 6558,10G 3G,2015-03-05 09:00:09.000,2016-09-18 22:42:31.000,9114776558
373,943,101,2488022842,Unlimited call,2015-05-29 14:06:07.000,2016-05-19 18:11:11.000,2488022842
373,944,109,+1 (276) 646-3305,Roaming special,2016-03-18 03:57:31.000,2016-02-19 05:16:12.000,12766463305
373,945,109,9121819556,Roaming special,2016-08-28 03:21:39.000,2016-03-02 01:23:04.000,9121819556
373,946,104,+1 (315) 389-5906,100 text,2015-09-27 22:12:37.000,2016-06-16 03:50:55.000,13153895906
374,947,102,446 642 3023,Unlimited text,2015-08-17 19:18:37.000,2015-11-24 02:32:07.000,4466423023
374,948,102,856-711-7647,Unlimited text,2016-02-22 17:37:44.000,2015-08-21 17:47:01.000,8567117647
374,949,101,(834) 912-6656,Unlimited call,2016-07-24 16:25:31.000,2016-12-04 17:20:16.000,8349126656
374,950,104,+1 (247) 702-6543,100 text,2015-05-18 12:50:39.000,2015-09-20 09:55:41.000,12477026543
374,951,109,5703214678,Roaming special,2016-08-22 15:22:01.000,2015-11-25 19:03:58.000,5703214678
376,952,105,+1 (176) 775-2563,10G LTE,2015-04-19 07:10:21.000,2016-07-04 21:37:38.000,11767752563
377,953,102,910 599 6579,Unlimited text,2015-11-14 08:33:09.000,2016-08-31 15:02:48.000,9105996579
377,954,105,621-317-9461,10G LTE,2016-09-20 09:57:13.000,2016-11-23 22:47:07.000,6213179461
377,955,109,9344611482,Roaming special,2015-07-14 19:44:51.000,2016-03-20 15:02:05.000,9344611482
379,956,106,9312206316,5G LTE,2015-07-16 18:45:29.000,2017-02-10 19:55:03.000,9312206316
379,958,103,(564) 789-3837,450 min,2015-10-31 02:29:15.000,2015-08-08 14:10:24.000,5647893837
379,959,102,(166) 611-4733,Unlimited text,2016-06-16 07:46:29.000,2015-02-12 13:40:39.000,1666114733
381,960,105,+1 (355) 792-5723,10G LTE,2015-02-08 15:51:20.000,2016-06-21 03:24:34.000,13557925723
382,962,103,7999076742,450 min,2016-03-15 15:20:41.000,2015-09-21 09:25:03.000,7999076742
382,963,101,+1 (860) 588-5175,Unlimited call,2015-06-27 14:36:16.000,2017-01-27 00:20:45.000,18605885175
382,964,108,(410) 479-4845,5G 3G,2016-06-23 08:43:40.000,2016-08-07 10:21:30.000,4104794845
386,971,110,+1 (457) 405-8600,5G tether,2016-02-07 06:01:23.000,2015-02-25 15:54:43.000,14574058600
385,967,102,(792) 565-7200,Unlimited text,2016-01-09 09:01:01.000,2015-09-14 04:15:58.000,7925657200
385,969,103,562 493 8172,450 min,2015-02-23 18:48:15.000,2015-12-15 07:35:53.000,5624938172
383,965,102,615 998 6876,Unlimited text,2015-10-13 22:06:39.000,2016-02-03 02:05:33.000,6159986876
383,966,103,+1 (569) 478-2192,450 min,2015-03-23 06:21:31.000,2016-01-24 00:46:52.000,15694782192
389,982,103,596 367 6329,450 min,2015-06-24 21:47:49.000,2016-09-21 13:05:49.000,5963676329
389,984,103,886 134 7701,450 min,2016-09-19 10:19:50.000,2015-04-14 15:49:46.000,8861347701
389,985,110,3854641838,5G tether,2017-01-15 05:21:05.000,2015-05-11 02:33:46.000,3854641838
387,972,102,557 731 7534,Unlimited text,2016-05-17 21:11:22.000,2016-04-19 13:20:58.000,5577317534
387,973,105,4563492148,10G LTE,2015-04-21 05:48:47.000,2015-04-08 08:15:43.000,4563492148
387,975,110,(264) 397-4191,5G tether,2015-05-28 16:49:58.000,2015-02-25 12:10:32.000,2643974191
387,976,103,(413) 802-2043,450 min,2016-03-26 08:42:45.000,2015-02-06 04:24:47.000,4138022043
388,978,109,(877) 702-8657,Roaming special,2015-03-07 15:59:22.000,2016-09-04 14:49:19.000,8777028657
388,979,104,8671836376,100 text,2015-11-09 04:52:16.000,2017-01-26 03:29:20.000,8671836376
388,980,108,+1 (486) 559-6295,5G 3G,2016-12-05 17:42:04.000,2016-02-01 10:27:31.000,14865596295
388,981,105,(233) 586-4966,10G LTE,2016-10-05 20:54:16.000,2015-01-11 16:22:35.000,2335864966
390,987,103,954-972-4449,450 min,2015-02-11 12:28:21.000,2016-12-17 18:57:57.000,9549724449
393,992,108,+1 (585) 350-7611,5G 3G,2016-06-02 00:44:22.000,2015-09-30 17:45:42.000,15853507611
392,988,104,+1 (820) 270-8939,100 text,2016-10-04 11:12:34.000,2015-11-17 21:53:16.000,18202708939
392,990,104,(640) 277-6463,100 text,2015-05-20 13:59:59.000,2017-02-12 03:06:39.000,6402776463
392,991,106,5783196947,5G LTE,2016-08-04 16:36:43.000,2015-11-25 13:53:46.000,5783196947
395,998,104,9104238778,100 text,2016-01-07 15:44:44.000,2017-02-15 05:18:55.000,9104238778
394,993,101,+1 (510) 334-9240,Unlimited call,2015-05-06 17:24:38.000,2015-05-18 23:07:35.000,15103349240
394,994,106,2441893894,5G LTE,2015-07-03 00:12:55.000,2016-04-20 07:59:52.000,2441893894
394,995,109,422-561-3782,Roaming special,2015-03-05 00:45:03.000,2016-04-03 22:10:28.000,4225613782
394,997,110,158-577-2166,5G tether,2015-02-28 02:35:43.000,2016-11-24 18:04:55.000,1585772166
396,1000,105,1802399859,10G LTE,2016-08-04 03:10:25.000,2016-06-19 04:46:29.000,1802399859
398,1005,105,+1 (491) 195-8914,10G LTE,2017-01-23 04:49:59.000,2015-05-03 15:40:17.000,14911958914
397,1001,108,+1 (554) 710-8088,5G 3G,2015-02-23 22:57:53.000,2016-01-27 16:07:29.000,15547108088
397,1002,108,+1 (844) 586-2738,5G 3G,2015-06-07 10:18:52.000,2016-06-16 10:48:35.000,18445862738
397,1004,107,+1 (769) 173-9356,10G 3G,2015-03-06 21:39:49.000,2016-04-05 20:21:20.000,17691739356
399,1007,103,5743098847,450 min,2015-04-09 08:43:21.000,2016-10-02 13:58:10.000,5743098847
399,1008,107,219 809 8529,10G 3G,2015-09-11 13:51:28.000,2015-03-01 06:26:53.000,2198098529
399,1009,108,6912009628,5G 3G,2015-06-05 01:03:49.000,2015-11-16 19:49:38.000,6912009628
401,1011,108,464 794 1001,5G 3G,2016-03-06 15:31:18.000,2015-06-06 13:41:00.000,4647941001
401,1012,104,+1 (225) 536-8263,100 text,2016-12-06 02:18:05.000,2015-06-26 13:55:37.000,12255368263
401,1013,104,(610) 312-6295,100 text,2015-09-02 17:10:06.000,2016-05-12 05:06:45.000,6103126295
402,1015,107,1582288766,10G 3G,2016-09-19 18:20:23.000,2016-02-13 11:15:30.000,1582288766
403,1018,110,3255082345,5G tether,2017-01-23 10:39:38.000,2016-09-26 10:30:00.000,3255082345
402,1016,106,(120) 463-2983,5G LTE,2015-08-14 09:09:40.000,2015-04-04 01:18:34.000,1204632983
403,1019,103,3448933803,450 min,2017-02-15 07:15:49.000,2015-10-17 16:58:58.000,3448933803
403,1020,104,+1 (265) 584-2186,100 text,2015-07-18 04:41:53.000,2016-07-08 12:05:18.000,12655842186
403,1021,103,925-623-6286,450 min,2015-05-09 07:34:57.000,2015-10-01 07:19:43.000,9256236286
985,2419,105,802 865 5669,10G LTE,2016-12-11 02:58:53.000,2015-03-29 21:49:32.000,8028655669
985,2420,107,1587661066,10G 3G,2015-04-05 16:16:36.000,2016-07-31 03:12:23.000,1587661066
987,2422,109,572 680 9817,Roaming special,2016-04-01 07:25:37.000,2016-05-12 13:34:06.000,5726809817
987,2424,108,(441) 986-8081,5G 3G,2015-03-01 19:47:36.000,2015-09-08 15:08:08.000,4419868081
987,2426,106,+1 (683) 102-9487,5G LTE,2016-07-25 17:35:47.000,2016-11-27 07:16:47.000,16831029487
982,2406,109,130-532-2231,Roaming special,2015-05-03 20:01:28.000,2015-05-29 03:52:15.000,1305322231
982,2407,107,(279) 521-5486,10G 3G,2016-01-11 03:22:34.000,2015-07-29 16:07:26.000,2795215486
982,2408,109,(930) 978-2791,Roaming special,2017-02-15 22:32:42.000,2016-09-25 13:03:24.000,9309782791
982,2409,109,682 626 8984,Roaming special,2015-08-20 02:12:38.000,2016-09-03 23:54:37.000,6826268984
986,2421,102,(736) 591-6238,Unlimited text,2016-11-12 10:31:13.000,2015-02-19 02:09:08.000,7365916238
986,2423,104,459 462 9685,100 text,2015-08-29 18:37:14.000,2016-02-08 04:36:53.000,4594629685
986,2425,103,346 370 6374,450 min,2016-01-27 04:37:32.000,2015-04-16 08:07:21.000,3463706374
986,2427,110,(881) 723-2304,5G tether,2016-08-05 07:57:21.000,2016-12-05 06:35:10.000,8817232304
986,2428,106,4877841241,5G LTE,2015-02-16 11:01:44.000,2016-04-09 07:39:42.000,4877841241
991,2440,106,+1 (213) 563-2293,5G LTE,2016-02-05 16:00:21.000,2015-02-24 08:36:59.000,12135632293
991,2441,110,860-981-7425,5G tether,2015-08-01 20:02:01.000,2015-03-06 09:20:13.000,8609817425
992,2442,101,+1 (411) 329-6876,Unlimited call,2015-04-04 04:46:03.000,2015-09-15 22:21:33.000,14113296876
993,2443,105,+1 (409) 468-5748,10G LTE,2016-01-21 23:22:41.000,2015-01-21 19:36:45.000,14094685748
993,2444,108,(929) 456-4398,5G 3G,2016-04-03 09:23:59.000,2017-01-22 12:17:30.000,9294564398
990,2434,101,(855) 588-5092,Unlimited call,2016-06-01 20:11:11.000,2016-07-05 11:06:02.000,8555885092
990,2436,110,755 893 6353,5G tether,2016-03-27 11:40:45.000,2016-11-16 04:07:22.000,7558936353
988,2429,109,903-510-3374,Roaming special,2015-09-18 08:04:44.000,2015-02-09 23:37:40.000,9035103374
988,2430,107,(963) 703-5078,10G 3G,2015-07-12 03:11:38.000,2016-01-07 06:27:27.000,9637035078
988,2431,104,511-561-5528,100 text,2016-06-14 15:44:33.000,2015-10-12 15:31:33.000,5115615528
988,2432,110,+1 (866) 197-1781,5G tether,2016-09-03 12:33:37.000,2017-01-18 22:53:35.000,18661971781
988,2433,101,113 808 4598,Unlimited call,2015-03-22 12:40:17.000,2015-01-31 16:28:28.000,1138084598
989,2435,104,+1 (456) 988-1661,100 text,2016-08-14 13:14:11.000,2017-02-10 03:20:56.000,14569881661
989,2437,106,700 749 2343,5G LTE,2017-01-09 11:07:43.000,2016-09-10 04:16:10.000,7007492343
989,2438,103,983-381-4820,450 min,2016-12-01 04:25:53.000,2015-11-26 20:02:15.000,9833814820
989,2439,103,+1 (755) 834-3852,450 min,2015-06-13 21:43:41.000,2015-04-05 23:08:32.000,17558343852
995,2449,110,6572453871,5G tether,2016-12-25 00:56:53.000,2017-02-20 16:36:36.000,6572453871
997,2453,102,(779) 188-8006,Unlimited text,2016-08-23 16:52:37.000,2016-09-22 16:29:47.000,7791888006
997,2454,109,809 902 1022,Roaming special,2015-07-25 21:32:49.000,2016-04-21 23:55:47.000,8099021022
994,2445,103,+1 (357) 147-9979,450 min,2015-10-31 21:35:07.000,2015-04-20 11:16:46.000,13571479979
994,2446,108,623-529-8575,5G 3G,2015-04-05 10:39:57.000,2016-07-07 19:39:32.000,6235298575
994,2447,110,529-896-6970,5G tether,2016-01-15 09:51:51.000,2015-12-28 19:04:03.000,5298966970
994,2448,101,330 979 5568,Unlimited call,2017-01-21 11:23:13.000,2016-01-12 13:05:27.000,3309795568
996,2450,104,(531) 477-9148,100 text,2016-05-23 06:38:05.000,2015-12-08 11:52:13.000,5314779148
996,2451,101,5503211262,Unlimited call,2016-10-10 18:58:57.000,2015-08-12 17:59:18.000,5503211262
996,2452,105,+1 (881) 685-5197,10G LTE,2016-06-29 19:40:09.000,2015-12-11 02:51:19.000,18816855197
998,2455,106,(807) 579-3507,5G LTE,2016-04-28 08:54:25.000,2015-11-25 17:22:14.000,8075793507
998,2458,101,+1 (607) 988-9155,Unlimited call,2015-12-16 17:17:41.000,2015-03-05 08:51:52.000,16079889155
998,2460,103,557-181-5932,450 min,2015-02-18 01:33:27.000,2016-12-12 03:16:53.000,5571815932
999,2456,110,883-401-2153,5G tether,2016-10-30 09:26:27.000,2015-01-24 09:56:49.000,8834012153
999,2457,108,297 107 5588,5G 3G,2015-03-28 10:35:48.000,2016-09-27 01:06:58.000,2971075588
999,2459,107,+1 (430) 240-2958,10G 3G,2015-03-11 14:09:00.000,2015-03-19 18:17:27.000,14302402958
999,2461,109,263-674-3054,Roaming special,2016-04-28 03:09:14.000,2015-01-25 16:39:08.000,2636743054
999,2462,104,+1 (605) 175-7664,100 text,2016-12-17 00:45:42.000,2015-03-20 08:10:52.000,16051757664
1000,2463,103,280-798-3740,5G LTE,2016-02-18 22:34:19.000,2016-09-01 06:54:45.000,2807983740
1000,2464,110,848-832-2296,5G tether,2015-07-12 20:31:50.000,2016-10-15 00:17:15.000,8488322296
1000,2465,107,741 183 3963,5G,2016-09-12 22:02:19.000,2016-03-14 00:50:29.000,7411833963
1000,2466,101,+1 (628) 975-1912,Unlimited call,2016-06-26 08:52:39.000,2017-01-10 21:51:54.000,16289751912
670,1654,103,326 195 8744,450 min,2015-09-24 17:59:03.000,2016-09-29 23:09:22.000,3261958744
671,1655,102,+1 (936) 188-7796,Unlimited text,2016-06-24 15:30:16.000,2015-04-18 20:30:58.000,19361887796
673,1661,107,8513103967,10G 3G,2015-04-16 19:24:07.000,2016-05-01 20:38:37.000,8513103967
673,1662,103,486-404-7412,450 min,2016-05-04 12:07:11.000,2016-04-23 19:15:25.000,4864047412
673,1663,102,(246) 526-7226,Unlimited text,2015-06-25 17:11:47.000,2016-02-21 03:11:14.000,2465267226
673,1664,105,2157229290,10G LTE,2017-02-24 21:26:32.000,2016-12-02 13:37:38.000,2157229290
673,1665,104,5052825206,100 text,2015-12-08 20:33:27.000,2017-01-23 17:06:05.000,5052825206
679,1679,101,430-449-2732,Unlimited call,2015-01-24 01:56:58.000,2016-01-25 06:22:16.000,4304492732
674,1666,101,274 721 7320,Unlimited call,2015-07-09 02:36:23.000,2016-12-05 12:26:10.000,2747217320
674,1667,105,+1 (841) 974-5125,10G LTE,2017-01-25 00:09:43.000,2015-02-04 01:35:38.000,18419745125
674,1668,101,388-288-6384,Unlimited call,2015-07-22 19:13:44.000,2015-02-11 07:47:11.000,3882886384
674,1669,108,(748) 459-5666,5G 3G,2016-01-03 07:10:58.000,2015-12-12 14:05:21.000,7484595666
678,1677,108,7624986509,5G 3G,2015-02-19 23:26:50.000,2016-02-29 06:35:13.000,7624986509
678,1680,105,157-415-2487,10G LTE,2016-04-29 07:20:18.000,2016-07-06 02:58:33.000,1574152487
676,1670,104,156-722-3235,100 text,2016-11-04 02:36:59.000,2017-02-18 12:20:25.000,1567223235
676,1671,103,595-493-9528,450 min,2015-05-26 05:57:07.000,2015-01-28 12:46:16.000,5954939528
672,1656,109,(801) 643-3125,Roaming special,2015-12-04 10:34:23.000,2015-04-26 20:53:12.000,8016433125
672,1657,108,3189701744,5G 3G,2016-04-01 07:27:45.000,2015-02-18 22:00:35.000,3189701744
672,1658,106,310-408-2079,5G LTE,2016-04-16 14:48:32.000,2015-07-24 17:02:38.000,3104082079
672,1659,105,400 744 8371,10G LTE,2015-09-18 04:20:53.000,2016-09-07 08:32:34.000,4007448371
672,1660,101,7237699130,Unlimited call,2016-06-19 21:18:32.000,2015-06-08 05:40:46.000,7237699130
681,1684,107,(804) 409-3658,10G 3G,2016-07-16 04:35:09.000,2015-06-07 04:07:52.000,8044093658
682,1685,101,767 427 5032,Unlimited call,2015-09-09 07:30:10.000,2015-06-17 07:55:08.000,7674275032
677,1672,106,+1 (185) 285-9351,5G LTE,2015-05-18 05:10:26.000,2016-12-30 07:53:58.000,11852859351
677,1673,101,(638) 381-6878,Unlimited call,2015-02-15 18:34:54.000,2015-08-08 21:47:51.000,6383816878
677,1674,103,318 463 9271,450 min,2016-08-12 23:24:56.000,2015-01-26 10:20:32.000,3184639271
677,1675,101,786 716 3215,Unlimited call,2016-08-29 15:07:49.000,2016-07-20 21:16:27.000,7867163215
680,1676,105,7359999331,10G LTE,2017-02-28 23:22:24.000,2015-10-07 18:25:20.000,7359999331
680,1678,107,(955) 329-9043,10G 3G,2016-04-23 12:41:59.000,2015-12-08 04:40:44.000,9553299043
680,1681,103,+1 (201) 742-8262,450 min,2016-08-01 12:58:07.000,2016-10-31 15:29:47.000,12017428262
680,1682,104,+1 (426) 542-3116,100 text,2016-03-29 04:54:24.000,2016-04-22 06:48:41.000,14265423116
680,1683,102,348-282-4272,Unlimited text,2015-04-26 23:59:29.000,2015-08-19 07:57:57.000,3482824272
683,1686,102,+1 (995) 205-5597,Unlimited text,2016-09-06 19:30:00.000,2017-01-30 07:59:31.000,19952055597
683,1687,109,157-970-6802,Roaming special,2016-08-05 07:31:28.000,2015-10-30 21:17:28.000,1579706802
683,1688,105,2896288836,10G LTE,2015-12-11 06:21:06.000,2016-09-20 00:38:08.000,2896288836
688,1702,107,(336) 226-2174,10G 3G,2016-09-24 10:45:47.000,2016-04-12 04:30:13.000,3362262174
688,1703,104,204 598 4264,100 text,2016-06-01 15:33:23.000,2015-12-02 15:45:55.000,2045984264
685,1689,103,(514) 948-6647,450 min,2015-12-16 00:28:10.000,2016-01-19 02:19:19.000,5149486647
685,1690,107,5424811676,10G 3G,2016-03-06 03:53:39.000,2016-03-05 09:15:36.000,5424811676
685,1691,104,(434) 752-9978,100 text,2015-01-29 23:38:51.000,2016-07-13 04:47:41.000,4347529978
693,1711,108,+1 (523) 403-7867,5G 3G,2015-10-02 05:21:46.000,2015-05-19 02:26:04.000,15234037867
693,1712,104,1277899379,100 text,2015-07-31 15:00:28.000,2015-01-26 07:40:00.000,1277899379
692,1708,103,+1 (586) 185-3504,450 min,2016-02-29 12:29:36.000,2015-07-06 10:39:27.000,15861853504
686,1692,110,+1 (862) 476-3996,5G tether,2016-05-01 00:39:36.000,2015-03-28 16:33:01.000,18624763996
692,1709,101,+1 (612) 263-8813,Unlimited call,2016-03-31 13:45:24.000,2016-10-10 15:56:01.000,16122638813
686,1693,104,+1 (881) 892-9336,100 text,2015-12-29 15:58:04.000,2016-11-09 04:17:35.000,18818929336
686,1694,105,384 205 4675,10G LTE,2016-03-01 14:55:45.000,2016-11-22 00:30:04.000,3842054675
692,1710,107,+1 (685) 357-5303,10G 3G,2016-07-21 04:24:59.000,2015-11-08 16:29:54.000,16853575303
686,1695,105,+1 (909) 652-4684,10G LTE,2016-03-24 03:05:37.000,2015-11-21 22:25:37.000,19096524684
